position,name,rating,reviewCount,category,priceLevel,address,phone,website,hours,latitude,longitude,plusCode,profileUrl,scrapedAt
11,AGRINOVA MEXICO,4.8,,Proveedor de fertilizantes,,,667 715 6100,http://agrinovamexico.com/,Cerrado,,,,https://www.google.com/maps/place/AGRINOVA+MEXICO/data=!4m7!3m6!1s0x86bcd0ea8c445e77:0x9becaf87b9472e79!8m2!3d24.7879639!4d-107.4098053!16s%2Fg%2F11n2680lqb!19sChIJd15EjOrQvIYReS5HuYev7Js?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
12,Semillas Bazua,5,,Proveedor de equipos agrícolas,,,667 752 0028,,Cerrado,,,,https://www.google.com/maps/place/Semillas+Bazua/data=!4m7!3m6!1s0x86bcd0ad009a98f5:0xcb76a20941b4aa0d!8m2!3d24.8070343!4d-107.3877922!16s%2Fg%2F11gf0ntw7h!19sChIJ9ZiaAK3QvIYRDaq0QQmidss?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
13,Riegos y Construcciones Culiacán,3,,Tienda de productos agrícolas,,"· Boulevard Emiliano Zapata, Col #2124",667 718 1818,https://www.riecon.mx/,Cerrado,,,,https://www.google.com/maps/place/Riegos+y+Construcciones+Culiac%C3%A1n/data=!4m7!3m6!1s0x86bcd15acf025aa1:0xb965ac3ac79d9e58!8m2!3d24.7930658!4d-107.4185056!16s%2Fg%2F11hfp9dwkf!19sChIJoVoCz1rRvIYRWJ6dxzqsZbk?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
14,Forrajes El Barrio,4.7,,Tienda de alimentos para animales,,,667 751 1563,http://www.forrajeselbarrio.com.mx/,Cerrado,,,,https://www.google.com/maps/place/Forrajes+El+Barrio/data=!4m7!3m6!1s0x86bcd77121f835cd:0xe15d7f2b60194ec!8m2!3d24.8060262!4d-107.3446926!16s%2Fg%2F1v2kxwjj!19sChIJzTX4IXHXvIYR7JQBtvLXFQ4?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
15,CIMAIZ,,,No hay reseñas,,,667 233 0650,https://www.facebook.com/603997889991545/,,,,,https://www.google.com/maps/place/CIMAIZ/data=!4m7!3m6!1s0x435936810f9f2b51:0x68e78995680ffdc7!8m2!3d24.8158853!4d-107.3810407!16s%2Fg%2F11s0hrvn9y!19sChIJUSufD4E2WUMRx_0PaJWJ52g?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
16,Innovación Agrícola,4.5,,,,,667 717 1770,http://innovacionagricola.com/,Cerrado,,,,https://www.google.com/maps/place/Innovaci%C3%B3n+Agr%C3%ADcola/data=!4m7!3m6!1s0x86bcd0592c06887b:0xdc51de0ffbe6b9a0!8m2!3d24.7819332!4d-107.4349167!16s%2Fg%2F11btt795_h!19sChIJe4gGLFnQvIYRoLnm-w_eUdw?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
17,Vivero El INGE,4.1,,Vivero,,,80010,https://www.facebook.com/viveromayoreomenud/,· Cierra a las 7 p.m.,,,,https://www.google.com/maps/place/Vivero+El+INGE/data=!4m7!3m6!1s0x86bcdb19697e9d55:0x2f3c2a2e131a26a7!8m2!3d24.8464786!4d-107.3935776!16s%2Fg%2F11fm_8lq1s!19sChIJVZ1-aRnbvIYRpyYaEy4qPC8?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
18,Mi huerto orgánico,5,,Granja orgánica,,"· Diego Valadés Ríos, Cd Universitaria",667 502 2391,,Cerrado,,,,https://www.google.com/maps/place/Mi+huerto+org%C3%A1nico/data=!4m7!3m6!1s0x86bcd759bbfdb6db:0x62e9c40bbb8bf7ef!8m2!3d24.8225361!4d-107.3794065!16s%2Fg%2F11gmg29rm8!19sChIJ27b9u1nXvIYR7_eLuwvE6WI?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
19,ARROCERA SACRAMENTO,,,No hay reseñas,,"· DR MORA #1197, Int: 103",667 454 0491,,Cerrado,,,,https://www.google.com/maps/place/ARROCERA+SACRAMENTO/data=!4m7!3m6!1s0x86bcd701da285d53:0xa602122ef4895b98!8m2!3d24.8135031!4d-107.3776811!16s%2Fg%2F11fk4nsy09!19sChIJU10o2gHXvIYRmFuJ9C4SAqY?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
20,"Semillas y Forrajes Félix, S.A. de C.V.",4.4,,Proveedor de semillas,,,667 718 2861,http://syffsa.com.mx/,Cerrado,,,,"https://www.google.com/maps/place/Semillas+y+Forrajes+F%C3%A9lix,+S.A.+de+C.V./data=!4m7!3m6!1s0x86bcd73ad7b7224b:0x94f4728c433f3fa0!8m2!3d24.7840943!4d-107.370382!16s%2Fg%2F1tjbsm04!19sChIJSyK31zrXvIYRoD8_Q4xy9JQ?authuser=0&hl=es&rclk=1",2026-01-11T22:35:53.428Z
21,Best Seed Agropecuaria,,,No hay reseñas,,,667 752 2581,,Cerrado,,,,https://www.google.com/maps/place/Best+Seed+Agropecuaria/data=!4m7!3m6!1s0x86bcd1155e21f0a3:0x59d568b1fd9af571!8m2!3d24.8073658!4d-107.3923907!16s%2Fg%2F11gtgbqr16!19sChIJo_AhXhXRvIYRcfWa_bFo1Vk?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
22,Verde Urbano Riegos,,,No hay reseñas,,,667 127 5143,,,,,,https://www.google.com/maps/place/Verde+Urbano+Riegos/data=!4m7!3m6!1s0x86bcd75b94ea9cb5:0xce6c74b89e35be97!8m2!3d24.8109735!4d-107.3687316!16s%2Fg%2F11j0sd775m!19sChIJtZzqlFvXvIYRl741nrh0bM4?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
23,"Agrobiológicos del Noroeste, SA de CV",4.6,,Mercado de productos agrícolas,,,667 715 7712,,Cerrado,,,,"https://www.google.com/maps/place/Agrobiol%C3%B3gicos+del+Noroeste,+SA+de+CV/data=!4m7!3m6!1s0x86bcd0b90dcf4c8f:0xf04738609dab7c78!8m2!3d24.7950274!4d-107.3997883!16s%2Fg%2F11b_2tk96r!19sChIJj0zPDbnQvIYReHyrnWA4R_A?authuser=0&hl=es&rclk=1",2026-01-11T22:35:53.428Z
24,Agrominerales del Pacífico,4.8,,Tienda de productos agrícolas,,,667 760 2960,,Cerrado,,,,https://www.google.com/maps/place/Agrominerales+del+Pac%C3%ADfico/data=!4m7!3m6!1s0x86bcd1e5a62b2ec1:0x2d6f2e52ba0e69be!8m2!3d24.7674066!4d-107.432988!16s%2Fg%2F11cnc2q000!19sChIJwS4rpuXRvIYRvmkOulIuby0?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
25,INSUMOS AGRICOLAS URIBE SA DE CV,4.3,,Proveedor de semillas,,,667 714 8514,,,,,,https://www.google.com/maps/place/INSUMOS+AGRICOLAS+URIBE+SA+DE+CV/data=!4m7!3m6!1s0x86bcd1ce97a0de4f:0x56ee6698b16d6e7e!8m2!3d24.7831786!4d-107.4348981!16s%2Fg%2F11gnssyw1j!19sChIJT96gl87RvIYRfm5tsZhm7lY?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.428Z
26,Aarc,4.5,,Asociación u organización,,,667 758 5570,http://www.aarc.com.mx/,Cerrado,,,,https://www.google.com/maps/place/Aarc/data=!4m7!3m6!1s0x86bcd0b4db972323:0xc817b80d19b12efe!8m2!3d24.7799072!4d-107.4397811!16s%2Fg%2F1tf8tjtf!19sChIJIyOX27TQvIYR_i6xGQ24F8g?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.429Z
27,ARROCERA SACRAMENTO,,,No hay reseñas,,"· DR MORA #1197, Int: 103",667 454 0491,,Cerrado,,,,https://www.google.com/maps/place/ARROCERA+SACRAMENTO/data=!4m7!3m6!1s0x86bcd701da285d53:0xa602122ef4895b98!8m2!3d24.8135031!4d-107.3776811!16s%2Fg%2F11fk4nsy09!19sChIJU10o2gHXvIYRmFuJ9C4SAqY?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.429Z
28,Agricola Valenzuela,4.8,,Tienda de repuestos para automóviles,,,667 715 2622,,Cerrado,,,,https://www.google.com/maps/place/Agricola+Valenzuela/data=!4m7!3m6!1s0x86bcd0bcf419e895:0x88f3641422ea4d4!8m2!3d24.7998833!4d-107.4044379!16s%2Fg%2F1thvyqk9!19sChIJlegZ9LzQvIYR1KQuQkE2jwg?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.429Z
29,Agrícola Ejam,,,No hay reseñas,,,667 716 8282,,,,,,https://www.google.com/maps/place/Agr%C3%ADcola+Ejam/data=!4m7!3m6!1s0x86bcd0a8a203a0a9:0xc29f60ed13b92ab6!8m2!3d24.810519!4d-107.3963249!16s%2Fg%2F11fmz1pxfv!19sChIJqaADoqjQvIYRtiq5E-1gn8I?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.429Z
30,MERCADO DE ABASTOS CULIACAN,4.5,,Mercado de productos agrícolas,,,667 718 2560,http://www.fruteriaelcanario.com/,· Cierra a las 6 p.m.,,,,https://www.google.com/maps/place/MERCADO+DE+ABASTOS+CULIACAN/data=!4m7!3m6!1s0x86bcd6df47f9534f:0x6608d32d74fa7349!8m2!3d24.770937!4d-107.367701!16s%2Fg%2F1tdmf9rs!19sChIJT1P5R9_WvIYRSXP6dC3TCGY?authuser=0&hl=es&rclk=1,2026-01-11T22:35:53.429Z
