position,name,rating,reviewCount,category,address,phone,email,website,instagram,facebook,whatsapp,hours,profileUrl,scrapedAt
11,Padel Siete Seis Go,4.4,46,Club de pádel,"Av. Eugenio Garza Sada Sur 3755, Contry Estacionamiento, 3er piso, 64860 Monterrey, N.L.",8181729914,info@padelsieteseis.com,https://www.padelsieteseis.com/,instagram.com/padelsieteseis,facebook.com/padelsieteseis,528110157382,,"https://www.google.com/maps/place/Padel+Siete+Seis+Go/@25.5407416,-105.098796,7z/data=!3m1!5s0x8662be454ab08281:0xb5ba73540afe74b0!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x8662bfb7ef4c6e1d:0xd41d343b2981240c!8m2!3d25.6366836!4d-100.2821358!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb1obIhlwYWRlbCBlbiBtb250ZXJyZXkgbWV4aWNvkgEKcGFkZWxfY2x1YpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMU1HODJOSEpCUlJBQuABAPoBBAgAEC4!16s%2Fg%2F11tp3s6s3p?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:38:28.845Z
12,Padel X,5,46,Club deportivo,"Cam. Real 87, Las Jaras, 64985 Monterrey, N.L.",8180873916,,https://padelpicklegm.com/,instagram.com/padelpicklegm_mty,facebook.com/padelpicklegm,,,"https://www.google.com/maps/place/Padel+X/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x8662c736b8c9d2fd:0x11f7d0c209247d66!8m2!3d25.5270399!4d-100.2095952!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb1obIhlwYWRlbCBlbiBtb250ZXJyZXkgbWV4aWNvkgELc3BvcnRzX2NsdWKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTldOazlYTWtaQkVBReABAPoBBAgAECI!16s%2Fg%2F11l2zsjnxw?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:38:31.499Z
13,Abu Indoor Padel Club,3.8,46,Club,"Río Nazas 126, Alfareros, 64753 Monterrey, N.L.",8132539778,,https://instagram.com/abupadelclub?igshid=YmMyMTA2M2Y=,instagram.com/rsrc.php,,,,"https://www.google.com/maps/place/Abu+Indoor+Padel+Club/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x8662bf1bbfbdf4b7:0xf41e75f5cd11ad14!8m2!3d25.6364991!4d-100.311777!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb1obIhlwYWRlbCBlbiBtb250ZXJyZXkgbWV4aWNvkgEEY2x1YpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOU2VXOW1NM0JuUlJBQuABAPoBBAgAEDs!16s%2Fg%2F11t021n4gf?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:38:35.439Z
14,Padel Nation,4.5,46,Pista de pádel,"Av. Eugenio Garza Sada 4467, Los Remates, 64878 Monterrey, N.L.",8111984084,hola@padelnation.mx,http://padelnation.mx/,instagram.com/padelnation_mx,,5218111984084,,"https://www.google.com/maps/place/Padel+Nation/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x8662bf6dde560e71:0x23f55933cee62ee0!8m2!3d25.6231827!4d-100.2734551!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb1obIhlwYWRlbCBlbiBtb250ZXJyZXkgbWV4aWNvkgELcGFkZWxfY291cnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTk1ObVZxVFV4QkVBReABAPoBBAgAEDo!16s%2Fg%2F11kjpjz4dh?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:38:40.460Z
15,Padelarium,4.9,46,Club de pádel,"Las Plazas Outlet Monterrey, 66058 Cdad. Gral. Escobedo, N.L.",8126121401,info@depalas.com,https://depalas.com/,,,,,"https://www.google.com/maps/place/Padelarium/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x866293abbe153499:0xa79ce9ff13adf2a5!8m2!3d25.7758179!4d-100.3036208!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb1obIhlwYWRlbCBlbiBtb250ZXJyZXkgbWV4aWNvkgEKcGFkZWxfY2x1YpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSc2JXSlVVMHAzRUFF4AEA-gEECAAQSA!16s%2Fg%2F11l209jqtv?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:38:44.962Z
16,Santo Padel,5,46,Club de pádel,"Avenida Alejandro de Rodas 8993 Puerta de Hierro Ariza, Av. Alejandro de Rodas 8993, 64346 Monterrey, N.L.",8135636680,,https://www.instagram.com/santopadelmx/,instagram.com/rsrc.php,,,,"https://www.google.com/maps/place/Santo+Padel/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x866297388c36622d:0x96caa16452ef8452!8m2!3d25.7478936!4d-100.4173743!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb1obIhlwYWRlbCBlbiBtb250ZXJyZXkgbWV4aWNvkgEKcGFkZWxfY2x1YpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSa2JHSlBPSEozUlJBQuABAPoBBAgAECM!16s%2Fg%2F11rzjfj88z?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:38:47.729Z
17,Padel 10.20,4.6,46,Club de pádel,"P.º de las Américas 1124, Contry La Silla, 67173 Monterrey, N.L.",8123529779,,https://www.instagram.com/padel10.20/,instagram.com/rsrc.php,,,,"https://www.google.com/maps/place/Padel+10.20/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x8662bf5d72c4cf07:0xfbfaa5cc54d530c0!8m2!3d25.6415995!4d-100.2684934!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb1obIhlwYWRlbCBlbiBtb250ZXJyZXkgbWV4aWNvkgEKcGFkZWxfY2x1YpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSa2IwMVlURXhCRUFF4AEA-gEECAAQOg!16s%2Fg%2F11shd030n1?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:38:51.406Z
18,Padel Point,3.3,46,Club de pádel,"Dr. Roberto J. Cantú 25, Sin Nombre de Col 32, 64710 Monterrey, N.L.",8135875303,,http://www.padelpoint.mx/,,,,,"https://www.google.com/maps/place/Padel+Point/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x8662bd3f86f2204f:0xad0af70be4af364f!8m2!3d25.6661766!4d-100.351118!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb5IBCnBhZGVsX2NsdWLgAQA!16s%2Fg%2F11kqlw5vs7?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:38:58.204Z
19,Pádel GM Cumbres,4.8,46,Club deportivo,"Av Pedro Infante 2036, Cumbres Las Palmas Residencial, 64349 Monterrey, N.L.",8115387911,,https://padelpicklegm.com/,instagram.com/padelpicklegm_mty,facebook.com/padelpicklegm,,,"https://www.google.com/maps/place/P%C3%A1del+GM+Cumbres/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x866297e60f5d9b93:0x901bc94ee09f3d04!8m2!3d25.7336003!4d-100.399953!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb1obIhlwYWRlbCBlbiBtb250ZXJyZXkgbWV4aWNvkgELc3BvcnRzX2NsdWKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjRYM1JUZUdabkVBReABAPoBBAgAEDQ!16s%2Fg%2F11q3vx37v_?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:39:02.851Z
20,SIETE SEIS PADEL LA SILLA,,46,Club deportivo,"Av. Eugenio Garza Sada 3524-SUR, Contry, 64860 Monterrey, N.L.",8181729914,info@padelsieteseis.com,https://www.padelsieteseis.com/,instagram.com/padelsieteseis,facebook.com/padelsieteseis,528110157382,,"https://www.google.com/maps/place/SIETE+SEIS+PADEL+LA+SILLA/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x8662bf2dcabc6625:0xbb844c5f98979104!8m2!3d25.6409578!4d-100.2857212!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb5IBC3Nwb3J0c19jbHVi4AEA!16s%2Fg%2F11y47yq1_w?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:39:08.453Z
21,Padel Siete Seis,4.9,46,Club de pádel,"Carr Nacional #500, Valle Alto, 64989 Monterrey, N.L.",8110157382,info@padelsieteseis.com,http://www.padelsieteseis.com/,instagram.com/padelsieteseis,facebook.com/padelsieteseis,528110157382,,"https://www.google.com/maps/place/Padel+Siete+Seis/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x8662c7af70266d49:0x126305147a8c1e20!8m2!3d25.575888!4d-100.2491945!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb1obIhlwYWRlbCBlbiBtb250ZXJyZXkgbWV4aWNvkgEKcGFkZWxfY2x1YpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOUGRITmxjRlpCRUFF4AEA-gEECE8QLQ!16s%2Fg%2F11rwrhxxd0?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:39:15.793Z
22,IPlay Padel,5,46,Tienda de deportes,"Paricutín 114-A, Los Urdiales, 64430 Monterrey, N.L.",8112502931,Logotipo_IPP_Color_180x@2x.webp,https://iplaypadel.mx/,instagram.com/iplaypadelmx,facebook.com/people,,,"https://www.google.com/maps/place/IPlay+Padel/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x866297948eb9191d:0x444843c0dafa3999!8m2!3d25.6995472!4d-100.3498102!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb1obIhlwYWRlbCBlbiBtb250ZXJyZXkgbWV4aWNvkgEUc3BvcnRpbmdfZ29vZHNfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVTkpPWFZZUmtkQkVBReABAPoBBAgAEBg!16s%2Fg%2F11vszgtrp_?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:39:22.863Z
23,Maxima Padel & Pickleball Arena Full Indoor,5,46,Club deportivo,"Av Lázaro Cárdenas 999, Las Brisas, 64780 Monterrey, N.L.",8183663346,,https://instagram.com/maximapickleball?igshid=MzRlODBiNWFlZA==,instagram.com/rsrc.php,,,,"https://www.google.com/maps/place/Padel+Chepevera/@25.5407416,-105.098796,7z/data=!4m10!1m2!2m1!1sPadel+en+Monterrey,+Mexico!3m6!1s0x866295c2fc00430d:0x8c9b7e4c80b257ab!8m2!3d25.6831769!4d-100.3441956!15sChpQYWRlbCBlbiBNb250ZXJyZXksIE1leGljb5IBC3Nwb3J0c19jbHVi4AEA!16s%2Fg%2F11v59bgyrp?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-17T08:39:37.038Z
