position,name,rating,reviewCount,category,address,phone,email,website,instagram,facebook,whatsapp,hours,profileUrl,scrapedAt
11,Premier Chevrolet Culiacán,4.5,44,Concesionario Chevrolet,"Blvd. Pedro Infante 471, Desarrollo Urbano Tres Ríos, 80020 Culiacán Rosales, Sin.",6677585858,,https://www.chevroletpremierculiacan.com.mx/,instagram.com/accounts,facebook.com/Chevrolet.GrupoPremier,,,"https://www.google.com/maps/place/Premier+Chevrolet+Culiac%C3%A1n/@24.7967359,-107.4370275,14z/data=!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd05dd83500b5:0x9dbfc1a4c5f426cd!8m2!3d24.801928!4d-107.4144907!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBEGNoZXZyb2xldF9kZWFsZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkNiVFZUTjNGUlJSQULgAQD6AQQIABA_!16s%2Fg%2F1td2my4p?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:37:26.624Z
12,"Culiacán Motors, S.A. de C.V. (CHEVROLET)",4.3,44,Concesionario de automóviles,"Blvd. Emiliano Zapata No. 1999-Pte, El Vallado, 80110 Culiacán Rosales, Sin.",6677580000,,http://www.chevroletculiacanmotors.com.mx/,,,526677580001,,"https://www.google.com/maps/place/agencia+china+de+autos/@24.8260362,-107.4139136,14z/data=!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd9006d529781:0x4fcd99f3b29ab0f9!8m2!3d24.8260362!4d-107.3758048!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvkgERY2FyX3JlbnRhbF9hZ2VuY3ngAQA!16s%2Fg%2F11ycgvn2yd?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:37:32.288Z
13,Hyundai Premier Culiacán,4.5,44,Concesionario Hyundai,"Blvd. Pedro Infante 2589, Col. Country Tres Ríos, 80107 Culiacán Rosales, Sin.",6678463000,,https://hyundaidistribuidor.com.mx/premier,instagram.com/hyundaipremieroficial,facebook.com/tr,5216676173608,,"https://www.google.com/maps/place/Hyundai+Premier+Culiac%C3%A1n/@24.7927776,-107.4544898,14z/data=!3m1!5s0x86bcd063c3e55613:0xc6f04dbae7718a7!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd063c37b090b:0x84ce2f3595082a27!8m2!3d24.793722!4d-107.436293!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBDmh5dW5kYWlfZGVhbGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5YYjNGNmFqRm5SUkFC4AEA-gEECAAQSg!16s%2Fg%2F11b7v_rkzk?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:37:35.405Z
14,Mazda Culiacán,4.3,44,Concesionario Mazda,"Blvd. Pedro Infante Poniente 2619, Desarrollo Urbano Tres Ríos, 80020 Culiacán Rosales, Sin.",6677588855,ssoto@mazdaculiacan.com,https://www.mazda.mx/distribuidores/mazda-culiacan/visitanos,,facebook.com/mazda.culiacan,526674672828,,"https://www.google.com/maps/place/Mazda+Culiac%C3%A1n/@24.7927776,-107.4544898,14z/data=!3m1!5s0x86bcd0902263b4af:0xa286f50942bc871c!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd09095c4356d:0x5835b88ce8361c33!8m2!3d24.7990662!4d-107.4197992!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBDG1hemRhX2RlYWxlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObGRrOVBOM1JSUlJBQuABAPoBBAgAECo!16s%2Fg%2F1tgxt_4j?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:37:39.210Z
15,Honda Tres Ríos,4.3,44,Concesionario Honda,"Blvrd Enrique Sánchez Alonso 1863, Desarrollo Urbano Tres Ríos, 80020 Culiacán Rosales, Sin.",6677131555,leads@tresrios.hondavision.com.mx,https://hondavision.com.mx/,instagram.com/hondavisionoficial,facebook.com/hondavisionsinaloa,5216675708177,,"https://www.google.com/maps/place/Honda+Tres+R%C3%ADos/@24.7927776,-107.4544898,14z/data=!3m1!5s0x86bcda0eb5b3c375:0x8b1288818d7e4823!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcda10db795a41:0xd42c382bb8419de9!8m2!3d24.8204213!4d-107.4010915!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBDGhvbmRhX2RlYWxlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOUGRFeDZTbXgzUlJBQuABAPoBBAgAEBE!16s%2Fg%2F1tl1nwx7?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:37:42.026Z
16,INFINITI Culiacán,5,44,Concesionario Infiniti,"Blvd. Pedro Infante 2301, JARDINES, Desarrollo Urbano Tres Ríos, 80100 Culiacán Rosales, Sin.",6677960040,,https://infiniticuliacan.mx/,instagram.com/infiniti.sinaloa,facebook.com/profile.php,526677960040,,"https://www.google.com/maps/place/INFINITI+Culiac%C3%A1n/@24.7927776,-107.4544898,14z/data=!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd159857c3845:0x62ce8537c8dcb806!8m2!3d24.8034729!4d-107.4131439!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBD2luZmluaXRpX2RlYWxlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSWU5rMWlVbmxCUlJBQuABAPoBBAgAEDk!16s%2Fg%2F11w3m19spj?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:37:46.227Z
17,Volkswagen Tres Rios Motors S.A. de C.v.,4.4,44,Concesionario Volkswagen,"Blvd. Pedro Infante 2575, Desarrollo Urbano Tres Ríos, 80020 Culiacán Rosales, Sin.",6678465353,mi.nombre@ejemplo.com,http://www.vw-tresriosmotors.com.mx/,instagram.com/volkswagentrm,facebook.com/TresRiosMotorsVW,526675831516,,"https://www.google.com/maps/place/Volkswagen+Tres+Rios+Motors+S.A.+de+C.v./@24.7927776,-107.4544898,14z/data=!3m1!5s0x86bcd09067dede79:0x746871d9a74080db!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd090abb6f615:0xfd385e1f30358b7b!8m2!3d24.7994169!4d-107.4181581!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBEXZvbGtzd2FnZW5fZGVhbGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJvZURSaVZVWm5FQUXgAQD6AQQIABAo!16s%2Fg%2F1tp8_gy4?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:37:50.072Z
18,Nova Renta De Autos,4.7,44,Agencia de alquiler de coches,"Blvd. Francisco I. Madero 54, Primer Cuadro, 80000 Culiacán Rosales, Sin.",6677132262,ventas@novarentacar.com.mx,http://novarentacar.com.mx/,instagram.com/novarentacar,facebook.com/novarentacar,526681037090,,"https://www.google.com/maps/place/Nova+Renta+De+Autos/@24.7927776,-107.4544898,14z/data=!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd0b102a818e3:0xaa31d5e7a1069458!8m2!3d24.8043459!4d-107.3936381!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBEWNhcl9yZW50YWxfYWdlbmN5mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU40Tm1GdVdIUlJSUkFC4AEA-gEECAAQMQ!16s%2Fg%2F1tf_1j1p?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:37:54.804Z
19,Seminuevos Delgado,4.7,44,Concesionario de automóviles,"Av Revolución No.1082, Guadalupe Victoria, 80240 Culiacán Rosales, Sin.",6671539223,,,,,,,"https://www.google.com/maps/place/Seminuevos+Delgado/@24.8043459,-107.4317469,14z/data=!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd7357f7b877b:0x9cc1829ad7373f5!8m2!3d24.7954483!4d-107.3656923!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBFG1vdG9yX3ZlaGljbGVfZGVhbGVymgEgQ2hSRFNVaE5NRzluUzBWSlEwRm5TVVF0ZHpVMGVSQULgAQD6AQQIABA5!16s%2Fg%2F11f6ks09x3?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:37:57.612Z
20,RAM Peugeot Professional BOURS,4,44,Concesionario Peugeot,"Blvd. Pedro Infante No. 2598, Fracc, Blvd. Pedro Infante 2598 - A, Desarrollo Urbano Tres Ríos, 80020 Culiacán Rosales, Sin.",6677588844,,,,,,,"https://www.google.com/maps/place/RAM+Peugeot+Professional+BOURS/@24.7954483,-107.4038011,14z/data=!3m1!5s0x86bcd09017d1fab1:0x9239ad68c89273ce!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd09040f821f7:0x275035462c0029b9!8m2!3d24.7992425!4d-107.4193592!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBDnBldWdlb3RfZGVhbGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU4xTUZwNVVpMVJSUkFC4AEA-gEECAAQOg!16s%2Fg%2F11d_bkrbbb?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:37:59.620Z
21,MG Culiacán,4.1,44,Concesionario de automóviles,"Blvd. Pedro Infante 2551, Desarrollo Urbano Tres Ríos, 80020 Culiacán Rosales, Sin.",6675995000,contacto@mg-culiacan.com.mx,https://www.mgmotor.com.mx/mg-culiacan,,,,,"https://www.google.com/maps/place/MG+Culiac%C3%A1n/@24.7992425,-107.457468,14z/data=!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd128d3da82c3:0x24dcd0d944c48ef4!8m2!3d24.8003049!4d-107.4154732!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBCmNhcl9kZWFsZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTXhjMUIyUWtsQkVBReABAPoBBAgAECU!16s%2Fg%2F11s7mdztkd?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:38:03.736Z
22,Comercial Automotriz Del Noroeste,4.4,44,Concesionario Nissan,"Blvd. Emiliano Zapata #156 Ote. Esq. Con R. Paliza, Guadalupe, 80220 Culiacán Rosales, Sin.",6677164626,,https://www.nissan.com.mx/,instagram.com/nissan_mx,facebook.com/nissanmx,5215544948671,,"https://www.google.com/maps/place/Comercial+Automotriz+Del+Noroeste/@24.7992425,-107.457468,14z/data=!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd0b6c6219031:0x5917ec807123975c!8m2!3d24.7973463!4d-107.3925443!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBDW5pc3Nhbl9kZWFsZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTjFjQzFUYkhSM1JSQULgAQD6AQQIExAS!16s%2Fg%2F11h0b5wvf9?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:38:06.372Z
23,BYD Congreso Culiacán,4.8,44,Concesionario de automóviles,"Blvd. Pedro Infante 2301, Congreso del Estado, 80100 Culiacán Rosales, Sin.",6677398640,,https://bydpremier.com.mx/,instagram.com/byd.congreso,facebook.com/bydcongresoculiacan,,,"https://www.google.com/maps/place/BYD+Congreso+Culiac%C3%A1n/@24.7973463,-107.4306531,14z/data=!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd11346b6408b:0x81baec1cb798d9cb!8m2!3d24.802819!4d-107.4128551!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBCmNhcl9kZWFsZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnVjWE5QYzIxM1JSQULgAQD6AQQIABBC!16s%2Fg%2F11whxy2sc1?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:38:08.880Z
24,Honda Seminuevos Certificados Vision,4.2,44,Concesionario de automóviles,"Blvd. Emiliano Zapata, Los Pinos, 80110 Culiacán Rosales, Sin.",6677140240,leads@tresrios.hondavision.com.mx,https://hondavision.com.mx/,instagram.com/hondavisionoficial,facebook.com/hondavisionsinaloa,5216675708177,,"https://www.google.com/maps/place/Honda+Seminuevos+Certificados+Vision/@24.7973463,-107.4306531,14z/data=!3m1!5s0x86bcd0937806c3bd:0x333385e043ed01fc!4m11!1m3!2m2!1sAgencias+de+autos+en+Culiacan,+Mexico!6e6!3m6!1s0x86bcd0938328bc2f:0x93ee9884ad11e5ed!8m2!3d24.7927118!4d-107.4151499!15sCiVBZ2VuY2lhcyBkZSBhdXRvcyBlbiBDdWxpYWNhbiwgTWV4aWNvWiYiJGFnZW5jaWFzIGRlIGF1dG9zIGVuIGN1bGlhY2FuIG1leGljb5IBCmNhcl9kZWFsZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTTVkRkI2ZUhWblJSQULgAQD6AQQIABAS!16s%2Fg%2F11c45jxr_4?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",2026-01-16T23:38:11.221Z
