position,name,rating,reviewCount,category,priceLevel,address,phone,website,hours,latitude,longitude,plusCode,profileUrl,scrapedAt
11,PLOMERO - DESTAPADO DE DRENAJES / CAÑOS,4.5,,Fontanero,,,33 2154 1386,,Cerrado,,,,https://www.google.com/maps/place/PLOMERO+-+DESTAPADO+DE+DRENAJES+%2F+CA%C3%91OS/data=!4m7!3m6!1s0x8428ad9dd4d411b9:0x2d2586faee553ea2!8m2!3d20.6220703!4d-103.4011746!16s%2Fg%2F11rhw9l37c!19sChIJuRHU1J2tKIQRoj5V7vqGJS0?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
12,FONTANERIA Y ELECTRICIDAD,2.8,,Fontanero,,,33 3653 1436,https://www.facebook.com/FontaneriaElectricidad-Corona-1763147393996239/,Cierra pronto,,,,https://www.google.com/maps/place/FONTANERIA+Y+ELECTRICIDAD/data=!4m7!3m6!1s0x8428b15b7841dee9:0x7eae080a2f0568a6!8m2!3d20.6794522!4d-103.2831535!16s%2Fg%2F1ptwgzq5_!19sChIJ6d5BeFuxKIQRpmgFLwoIrn4?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
13,fontanero zapopan,4.2,,Fontanero,,,33 1926 8787,https://fontanero-deteccion-de-fugas-de-agua-zapopan.jimdosite.com/,· Cierra a las 7 p.m.,,,,https://www.google.com/maps/place/fontanero+zapopan/data=!4m7!3m6!1s0x8428b005ab445e3d:0x205e684c2383a0dc!8m2!3d20.7499239!4d-103.3501642!16s%2Fg%2F1pv2f_7bl!19sChIJPV5EqwWwKIQR3KCDI0xoXiA?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
14,La Casa Del Plomero,4.2,,,,,33 2923 8890,http://lacasadelplomerogdl.com/,Cerrado,,,,https://www.google.com/maps/place/La+Casa+Del+Plomero/data=!4m7!3m6!1s0x8428ad9674373649:0xd0c61bb0651f376!8m2!3d20.6324361!4d-103.3812072!16s%2Fg%2F1tdyr30j!19sChIJSTY3dJatKIQRdvNRBrthDA0?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
15,FONTANEROS PROFESIONALES,3.1,,Fontanero,,,33 2361 4632,http://fontanerosprofesionales.com.mx/,Abierto las 24 horas,,,,https://www.google.com/maps/place/FONTANEROS+PROFESIONALES/data=!4m7!3m6!1s0x8428b3206fa0aa71:0xf076f4cb9d022052!8m2!3d20.658291!4d-103.284668!16s%2Fg%2F11gsb8pxxs!19sChIJcaqgbyCzKIQRUiACncv0dvA?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
16,MANTENIMIENTO ROMÁN,4.6,,Fontanero,,,33 1007 8395,https://mantenimientoroman.com/,· Cierra a las 12 a.m.,,,,https://www.google.com/maps/place/MANTENIMIENTO+ROM%C3%81N/data=!4m7!3m6!1s0x8428ada7eee427bd:0xff9ad926ccf999be!8m2!3d20.6586558!4d-103.3676998!16s%2Fg%2F11j0jr9z8x!19sChIJvSfk7qetKIQRvpn5zCbZmv8?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
17,Fontanero Guadalajara ZMG,,,No hay reseñas,,,33 3247 8887,https://www.facebook.com/fontanero.guadalajara.ZMG,· Cierra a las 7 p.m.,,,,https://www.google.com/maps/place/Fontanero+Guadalajara+ZMG/data=!4m7!3m6!1s0x8428a7be6286489b:0xe63c8a434ee5aac6!8m2!3d20.7959027!4d-103.4667231!16s%2Fg%2F11ww04gqgl!19sChIJm0iGYr6nKIQRxqrlTkOKPOY?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
18,Fontaneros en Guadalajara,2,,Fontanero,,,33 2149 8997,https://www.servifontanero.com/,,,,,https://www.google.com/maps/place/Fontaneros+en+Guadalajara/data=!4m7!3m6!1s0x8428ae783c824671:0x5f572a8b05b7b961!8m2!3d20.5959581!4d-103.4391774!16s%2Fg%2F11h3_jjv_h!19sChIJcUaCPHiuKIQRYbm3BYsqV18?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
19,FONTANEROS CERCA. DE MI,5,,Fontanero,,,33 3016 3479,http://www.servinteg.com.mx/,Cerrado,,,,https://www.google.com/maps/place/FONTANEROS+CERCA.+DE+MI/data=!4m7!3m6!1s0x8428b3bd53a05ee7:0x48a000aaa28daf91!8m2!3d20.6469456!4d-103.277647!16s%2Fg%2F11vydtgfj_!19sChIJ516gU72zKIQRka-NoqoAoEg?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
20,"Fontaneria, Electricidad y Albañileria. EFICALI",4.4,,Fontanero,,,389 101 4008,https://fontaneroselectricistaseficali.negocio.site/,· Cierra a las 6 p.m.,,,,"https://www.google.com/maps/place/Fontaneria,+Electricidad+y+Alba%C3%B1ileria.+EFICALI/data=!4m7!3m6!1s0x8428b18100b28ef9:0xa8e1ea7c8d069c15!8m2!3d20.6817368!4d-103.2781452!16s%2Fg%2F11jgbzt_kw!19sChIJ-Y6yAIGxKIQRFZwGjXzq4ag?authuser=0&hl=es&rclk=1",2026-01-11T22:27:10.226Z
21,Mr Plumber,4,,Fontanero,,,33 1580 7462,https://www.mrplumber.com.mx/,Cerrado,,,,https://www.google.com/maps/place/Mr+Plumber/data=!4m7!3m6!1s0x8428ad17708791d3:0x33f57ba832ec40e9!8m2!3d20.6619978!4d-103.3730105!16s%2Fg%2F11gtz4ff_m!19sChIJ05GHcBetKIQR6UDsMqh79TM?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
22,Mundo Plomero,4.6,,Proveedor de tuberías,,,33 3144 2530,,Cerrado,,,,https://www.google.com/maps/place/Mundo+Plomero/data=!4m7!3m6!1s0x8428adb194cc152d:0x6d4760d0dd1b4619!8m2!3d20.6281591!4d-103.3979464!16s%2Fg%2F11b_2vl3gs!19sChIJLRXMlLGtKIQRGUYb3dBgR20?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
23,Servicio Fontanería Gas y Luz Carlos Gomez,4.3,,Fontanero,,,44820,,Cerrado,,,,https://www.google.com/maps/place/Servicio+Fontaner%C3%ADa+Gas+y+Luz+Carlos+Gomez/data=!4m7!3m6!1s0x8428b306631a5297:0x443d557cb922d4e5!8m2!3d20.6550016!4d-103.2801131!16s%2Fg%2F11l1887f_8!19sChIJl1IaYwazKIQR5dQiuXxVPUQ?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
24,La Casa Del Plomero 8 de Julio,4.5,,Ferretería,,,45530,,Cerrado,,,,https://www.google.com/maps/place/La+Casa+Del+Plomero+8+de+Julio/data=!4m7!3m6!1s0x8428ad386c0e3b77:0x1016e35185b7010f!8m2!3d20.6034232!4d-103.3776493!16s%2Fg%2F11fm19v5t3!19sChIJdzsObDitKIQRDwG3hVHjFhA?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
25,Refacciones en Plomería,5,,Tienda de artículos de fontanería,,,33 2015 1032,,Cerrado,,,,https://www.google.com/maps/place/Refacciones+en+Plomer%C3%ADa/data=!4m7!3m6!1s0x8428b22faf764c2d:0xdd6199d2151875f!8m2!3d20.6585259!4d-103.3219056!16s%2Fg%2F11c1lzbtl8!19sChIJLUx2ry-yKIQRX4dRIZ0Z1g0?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
26,Todo Para el Plomero (TPP de Guadalajara),4.2,,Ferretería,,"· Calle López Portillo, Anillo Perif. Sur Manuel Gómez Morín 68",33 9627 2097,,Cerrado,,,,https://www.google.com/maps/place/Todo+Para+el+Plomero+%28TPP+de+Guadalajara%29/data=!4m7!3m6!1s0x8428adcdc84fafe1:0xfbccace460fd18fb!8m2!3d20.6236919!4d-103.4332635!16s%2Fg%2F11j5hq9b8v!19sChIJ4a9PyM2tKIQR-xj9YOSszPs?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
27,Caños Servicio Medina,5,,Fontanero,,,33 3650 1525,https://www.canosyfontaneriaserviciomedina.com/,Cerrado,,,,https://www.google.com/maps/place/Ca%C3%B1os+Servicio+Medina/data=!4m7!3m6!1s0x8428b3b9d59b6859:0xb0f6b8a7bc0a8ddc!8m2!3d20.6629333!4d-103.338638!16s%2Fg%2F11rmylb6s0!19sChIJWWib1bmzKIQR3I0KvKe49rA?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
28,BODEGA DEL PLOMERO,4.6,,Fontanero,,,33 1001 6171,,Cerrado,,,,https://www.google.com/maps/place/BODEGA+DEL+PLOMERO/data=!4m7!3m6!1s0x8428adc9f908815f:0x6bf4f14d7348cfc8!8m2!3d20.6523429!4d-103.3592897!16s%2Fg%2F11h64l3rgk!19sChIJX4EI-cmtKIQRyM9Ic03x9Gs?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
29,Fontanería Elite,5,,Fontanero,,,33 1545 4159,https://fontanerosenjalisco.com/,Cerrado,,,,https://www.google.com/maps/place/Fontaner%C3%ADa+Elite/data=!4m7!3m6!1s0x8428b1ef6dbcffff:0xfd302081384b417!8m2!3d20.6812434!4d-103.34598!16s%2Fg%2F11txvpfrzh!19sChIJ__-8be-xKIQRF7SEEwgC0w8?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
30,Fontanería Sandoval,3.5,,Fontanero,,,33 3684 2110,https://www.fontaneriasgdl.com/,Cerrado,,,,https://www.google.com/maps/place/Fontaner%C3%ADa+Sandoval/data=!4m7!3m6!1s0x8428acf5b3908e45:0x9743072d8bcfb998!8m2!3d20.6102166!4d-103.4242096!16s%2Fg%2F1tdr8hkb!19sChIJRY6Qs_WsKIQRmLnPiy0HQ5c?authuser=0&hl=es&rclk=1,2026-01-11T22:27:10.226Z
