position,name,rating,reviewCount,category,priceLevel,address,phone,website,hours,latitude,longitude,plusCode,profileUrl,scrapedAt
17,Abogados Familiares CDMX,5,,Abogado de Derecho de familia,,,55 1467 6633,https://abogadosfamiliarescdmx.com/,Cerrado,,,,https://www.google.com/maps/place/Abogados+Familiares+CDMX/data=!4m7!3m6!1s0x77ba5b3ab2b5cf1:0x552997bbc604f900!8m2!3d19.3907336!4d-99.1436127!16s%2Fg%2F11wvp_tt1b!19sChIJ8Vwrq7OlewcRAPkExruXKVU?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
18,Navarrete Abogados SC,4.9,,Servicios legales,,,55 9388 9415,http://navarreteabogados.mx/,Cerrado,,,,https://www.google.com/maps/place/Navarrete+Abogados+SC/data=!4m7!3m6!1s0x85d1ff7e47e88d3d:0x9a8f36cb5ff11e14!8m2!3d19.3958297!4d-99.1490596!16s%2Fg%2F11rvjyrrqb!19sChIJPY3oR37_0YURFB7xX8s2j5o?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
19,Bufete Jurídico Figueroa y Asociados | Abogados Penalistas CDMX,5,,Abogado penalista,,,55 8722 2297,https://figueroayasociados.mx/,Cerrado,,,,https://www.google.com/maps/place/Bufete+Jur%C3%ADdico+Figueroa+y+Asociados+%7C+Abogados+Penalistas+CDMX/data=!4m7!3m6!1s0x85d1fff1b8d033fd:0xa8b84a9c5487ba33!8m2!3d19.37742!4d-99.1612215!16s%2Fg%2F11sccw12wd!19sChIJ_TPQuPH_0YURM7qHVJxKuKg?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
20,"Bufete Hernández Barros, Abogados",4.9,,Bufete,,,55 5661 6511,http://www.hernandezbarros.com/,Cerrado,,,,"https://www.google.com/maps/place/Bufete+Hern%C3%A1ndez+Barros,+Abogados/data=!4m7!3m6!1s0x85d1ff9223b82721:0x2f1b665c0cd86049!8m2!3d19.3550265!4d-99.1846921!16s%2Fg%2F11j04wlbs8!19sChIJISe4I5L_0YURSWDYDFxmGy8?authuser=0&hl=es&rclk=1",2026-01-11T22:31:06.641Z
21,Carlos Orduña Trujillo - Abogado penalista,,,No hay reseñas,,,38 Montecito,,Abierto las 24 horas,,,,https://www.google.com/maps/place/Carlos+Ordu%C3%B1a+Trujillo+-+Abogado+penalista/data=!4m7!3m6!1s0x846af5e8012568df:0x1379d50cf43330e9!8m2!3d19.395425!4d-99.174094!16s%2Fg%2F11w9dzxwz9!19sChIJ32glAej1aoQR6TAz9AzVeRM?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
22,Lítem Abogados,4.5,,Estudio de abogados,,,530 Avenida Homero,,Cerrado,,,,https://www.google.com/maps/place/L%C3%ADtem+Abogados/data=!4m7!3m6!1s0x85d1ff02337ad83b:0xaa8b615aea886846!8m2!3d19.43531!4d-99.190057!16s%2Fg%2F11fy9mmsq3!19sChIJO9h6MwL_0YURRmiI6lphi6o?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
23,"Abogado Familiar | Esquivel, Maqueda & Abogados | Divorcios | Intestados",4.9,,Abogado de Derecho de familia,,"· Av. Baja California 275-Despacho 403, entre Nuevo León y Culiacán",55 6334 6862,,Cerrado,,,,"https://www.google.com/maps/place/Abogado+Familiar+%7C+Esquivel,+Maqueda+%26+Abogados+%7C+Divorcios+%7C+Intestados/data=!4m7!3m6!1s0x85d1f92b4ada6e97:0x59e33a953c3a096c!8m2!3d19.4060282!4d-99.1710317!16s%2Fg%2F11f3wt4_7y!19sChIJl27aSiv50YURbAk6PJU641k?authuser=0&hl=es&rclk=1",2026-01-11T22:31:06.641Z
24,Linares y Zambrano Jurídico Laboral y Familiar CDMX,4.8,,Asesoría laboral,,,667 425 2612,,,,,,https://www.google.com/maps/place/Linares+y+Zambrano+Jur%C3%ADdico+Laboral+y+Familiar+CDMX/data=!4m7!3m6!1s0x85d1f93dce9e8e87:0xe223d5e726c13bc9!8m2!3d19.4334202!4d-99.145886!16s%2Fg%2F11spx6tjfs!19sChIJh46ezj350YURyTvBJufVI-I?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
25,Bufete de Abogados CDMX Saucedo Abogados,4.2,,Montecito 38-Piso 17 Oficina 16,,,55 9000 0136,http://www.saucedoabogados.com.mx/,Cerrado,,,,https://www.google.com/maps/place/Bufete+de+Abogados+CDMX+Saucedo+Abogados/data=!4m7!3m6!1s0x85d1ff7191fe9707:0x7b19a6986db35ee2!8m2!3d19.3941439!4d-99.1740012!16s%2Fg%2F11gds43_m2!19sChIJB5f-kXH_0YUR4l6zbZimGXs?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
26,Abogamos México,4.9,,Abogado,,,55 4550 0108,https://abogamosmexico.com.mx/,Cerrado,,,,https://www.google.com/maps/place/Abogamos+M%C3%A9xico/data=!4m7!3m6!1s0x85d1ff67e332db0d:0xd1046c49a58079f3!8m2!3d19.4235451!4d-99.158784!16s%2Fg%2F11swc4bxmn!19sChIJDdsy42f_0YUR83mApUlsBNE?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
27,LEX IURIS CONSULTORES,4.7,,Abogado,,,55 1104 9485,http://www.iurisconsultores.com.mx/,Cerrado,,,,https://www.google.com/maps/place/LEX+IURIS+CONSULTORES/data=!4m7!3m6!1s0x85d1ff020d86b3b7:0x66a88f615034e3d0!8m2!3d19.3927815!4d-99.1461527!16s%2Fg%2F11btx3z17g!19sChIJt7OGDQL_0YUR0OM0UGGPqGY?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
28,Abogados CDMX.- Melo y Asociados,4.9,,Servicios legales,,,55 2237 3983,http://abogadosenlineacdmx.com/,Cerrado,,,,https://www.google.com/maps/place/Abogados+CDMX.-+Melo+y+Asociados/data=!4m7!3m6!1s0x85ce01764438469f:0xbb8b682dd46c7327!8m2!3d19.2542253!4d-99.1029959!16s%2Fg%2F11h7dkp5px!19sChIJn0Y4RHYBzoURJ3Ns1C1oi7s?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
29,HAVE Bufete Jurídico,5,,Servicios legales,,"· Av Independencia 101 , Despacho 11A",55 6219 7496,,· Cierra a las 12 a.m.,,,,https://www.google.com/maps/place/HAVE+Bufete+Jur%C3%ADdico/data=!4m7!3m6!1s0x85d1f8d53ec2d6c5:0xe754c19ff9a58e8e!8m2!3d19.4339618!4d-99.1471287!16s%2Fg%2F11g9j4xn4h!19sChIJxdbCPtX40YURjo6l-Z_BVOc?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
30,Despacho Jurídico IK,5,,Abogado,,,55 9653 7328,https://despachojuridicoik.com/,Cerrado,,,,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+IK/data=!4m7!3m6!1s0x85d1ff7197a80001:0xabe9ba58337ad919!8m2!3d19.3947266!4d-99.1739713!16s%2Fg%2F11mvqt822c!19sChIJAQCol3H_0YURGdl6M1i66as?authuser=0&hl=es&rclk=1,2026-01-11T22:31:06.641Z
