position,name,rating,reviewCount,category,priceLevel,address,phone,website,hours,latitude,longitude,plusCode,profileUrl,scrapedAt
11,Clinica Dental De Especialidades,4.2,,Dentista cosmético,,,667 210 0418,,Cerrado,,,,https://www.google.com/maps/place/Clinica+Dental+De+Especialidades/data=!4m7!3m6!1s0x86bcd0dc44252747:0xc7623f902ace846b!8m2!3d24.7755317!4d-107.4046671!16s%2Fg%2F11gb_8flg0!19sChIJRyclRNzQvIYRa4TOKpA_Ysc?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
12,Consultorio Dental Dra. Gabriela Lugo Moreno,5,,Dentista,,"· 80160, Constituyente Sebastián Allende 2664B","80160, Constituyente Sebastián Allende 2664B",https://instagram.com/dra.gabrielalugo?igshid=16yr347e4l68g/,Cerrado,,,,https://www.google.com/maps/place/Consultorio+Dental+Dra.+Gabriela+Lugo+Moreno/data=!4m7!3m6!1s0x86bcd0f741f954b3:0x1c24632b2fa74dae!8m2!3d24.7778914!4d-107.42764!16s%2Fg%2F11c76ht0y1!19sChIJs1T5QffQvIYRrk2nLytjJBw?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
13,Clínica Dental Rodríguez (Ortodoncia y Odontología Integral),5,,Dentista,,,667 152 9576,,Cerrado,,,,https://www.google.com/maps/place/Cl%C3%ADnica+Dental+Rodr%C3%ADguez+%28Ortodoncia+y+Odontolog%C3%ADa+Integral%29/data=!4m7!3m6!1s0x86bcd7628d479ebf:0x396ad20fae491d78!8m2!3d24.785287!4d-107.372547!16s%2Fg%2F11pzs3sl0c!19sChIJv55HjWLXvIYReB1Jrg_Sajk?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
14,Centro Médico y Dental-Dra. Laura Hernandez y Dra Lucia Peña,5,,Dentista,,"· Av 21 de Marzo esq, Pdte. Abelardo L. Rodríguez no. 80",667 117 9013,,Cerrado,,,,https://www.google.com/maps/place/Centro+M%C3%A9dico+y+Dental-Dra.+Laura+Hernandez+y+Dra+Lucia+Pe%C3%B1a/data=!4m7!3m6!1s0x86bcd7340922c87d:0xff1ae33c2ce1ea46!8m2!3d24.7761972!4d-107.3775963!16s%2Fg%2F11hj16ntvy!19sChIJfcgiCTTXvIYRRurhLDzjGv8?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
15,Clinica Dental,,,No hay reseñas,,,,,,,,,https://www.google.com/maps/place/Clinica+Dental/data=!4m7!3m6!1s0x86bcdbd170f7db91:0xe476c4a4a663edc!8m2!3d24.8677525!4d-107.3932011!16s%2Fg%2F11y435y66_!19sChIJkdv3cNHbvIYR3D5mSkpsRw4?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
16,Clínica Felix Dental,4.5,,Dentista,,,667 428 4777,https://www.facebook.com/clinica.felix.13/,Cerrado,,,,https://www.google.com/maps/place/Cl%C3%ADnica+Felix+Dental/data=!4m7!3m6!1s0x86bcd104352fadcd:0x8a6231da3820bcce!8m2!3d24.7780083!4d-107.3934114!16s%2Fg%2F11nwsmntz2!19sChIJza0vNQTRvIYRzrwgONoxYoo?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
17,Dentistas en Monterrey,4.6,,Dentista,,,81 1021 8395,,· Cierra a las 12 a.m.,,,,https://www.google.com/maps/place/Dentistas+en+Monterrey/data=!4m7!3m6!1s0x8662bf4a8fee6349:0x8702cfeec5dfe08!8m2!3d25.6379837!4d-100.3087142!16s%2Fg%2F11h0hq0pg7!19sChIJSWPuj0q_YoYRCP5d7P4scAg?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
18,Clínica Dental DENTALUMEX,5,,Dentista,,,81 1501 0451,http://dentalumex.com/,Cerrado,,,,https://www.google.com/maps/place/Cl%C3%ADnica+Dental+DENTALUMEX/data=!4m7!3m6!1s0x866295eb44ad78c7:0xdb7f070275f03e79!8m2!3d25.6831401!4d-100.3041249!16s%2Fg%2F11v5ynk8vd!19sChIJx3itROuVYoYReT7wdQIHf9s?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
19,Clínica Dental México,4.1,,Dentista,,,81 8343 5807,http://www.clinicadentalmexico.mx/,Cerrado,,,,https://www.google.com/maps/place/Cl%C3%ADnica+Dental+M%C3%A9xico/data=!4m7!3m6!1s0x8662958096193625:0x15a91caa6250784d!8m2!3d25.6766475!4d-100.3090543!16s%2Fg%2F11b6s14mxh!19sChIJJTYZloCVYoYRTXhQYqocqRU?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
20,Dentistas Almazan,5,,Dentista,,,81 1483 4516,,Cerrado,,,,https://www.google.com/maps/place/Dentistas+Almazan/data=!4m7!3m6!1s0x866295e20c3a429b:0x86210a591a825aa2!8m2!3d25.7375132!4d-100.3259545!16s%2Fg%2F11vd7dhkj0!19sChIJm0I6DOKVYoYRolqCGlkKIYY?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
21,Dr. Sergio Garza González,5,,Centro médico,,,103 Bolivia,,Cerrado,,,,https://www.google.com/maps/place/Dr.+Sergio+Garza+Gonz%C3%A1lez/data=!4m7!3m6!1s0x8662971bf0511921:0xfc81455ec6aaef39!8m2!3d25.684034!4d-100.355268!16s%2Fg%2F11rtm1mc_b!19sChIJIRlR8BuXYoYROe-qxl5Fgfw?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
22,Dra Claudia Elizalde Molina,4.7,,Periodoncista de implantes dentales,,,235 Río Salinas,,Cerrado,,,,https://www.google.com/maps/place/Dra+Claudia+Elizalde+Molina/data=!4m7!3m6!1s0x8662bdef8111b265:0x1812ec3e5d6a094a!8m2!3d25.657266!4d-100.364031!16s%2Fg%2F11cnrcl61b!19sChIJZbIRge-9YoYRSglqXT7sEhg?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
23,Central Dental,5,,Dentista,,"· Av. Cuauhtémoc 720, entre carlos salazar y treviño",81 1320 0894,http://wa.me/528113200894,Cerrado,,,,https://www.google.com/maps/place/Central+Dental/data=!4m7!3m6!1s0x8662953ed15f6eaf:0xd4f7676743d646a6!8m2!3d25.682133!4d-100.3176563!16s%2Fg%2F11s0k2fwk2!19sChIJr25f0T6VYoYRpkbWQ2dn99Q?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
24,Dentista en Monterrey - Kobe Dental,5,,Dentista,,,81 3575 2696,https://kobedental.com/,Cerrado,,,,https://www.google.com/maps/place/Dentista+en+Monterrey+-+Kobe+Dental/data=!4m7!3m6!1s0x866295e38d08d1e9:0x5304107e1c913bdd!8m2!3d25.6888021!4d-100.3447647!16s%2Fg%2F11c1tkyg3v!19sChIJ6dEIjeOVYoYR3TuRHH4QBFM?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
25,Los Dentistas Centro,3.5,,Dentista,,,81 1245 1026,http://losdentistas.mx/,Cerrado,,,,https://www.google.com/maps/place/Los+Dentistas+Centro/data=!4m7!3m6!1s0x8662958847fd473b:0xa483347c9839d6ff!8m2!3d25.6763826!4d-100.3180727!16s%2Fg%2F11f11rbzry!19sChIJO0f9R4iVYoYR_9Y5mHw0g6Q?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
26,Dentistas Teran Monterrey,4.8,,Dentista,,,81 8358 4994,https://dentistasteran.com.mx/,Cerrado,,,,https://www.google.com/maps/place/Dentistas+Teran+Monterrey/data=!4m7!3m6!1s0x8662bfb7608ba68b:0x72e3608d5ca3df7f!8m2!3d25.6487175!4d-100.2939326!16s%2Fg%2F1tdr3r99!19sChIJi6aLYLe_YoYRf9-jXI1g43I?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
27,Dentista Monterrey | BMD,4.9,,Dentista,,,81 8123 4550,https://www.dentistamonterrey.mx/,Cerrado,,,,https://www.google.com/maps/place/Dentista+Monterrey+%7C+BMD/data=!4m7!3m6!1s0x866295dd6871c15b:0xd9d2aafc28894d94!8m2!3d25.6975112!4d-100.3402086!16s%2Fg%2F1tkbyn95!19sChIJW8FxaN2VYoYRlE2JKPyq0tk?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
28,SG DENTAL - Odontología Familiar,5,,Dentista,,,81 1166 9969,http://www.facebook.com/SGDentalOF,Cerrado,,,,https://www.google.com/maps/place/SG+DENTAL+-+Odontolog%C3%ADa+Familiar/data=!4m7!3m6!1s0x8662be484557d029:0xcad6ef0252771ccf!8m2!3d25.6609972!4d-100.2874075!16s%2Fg%2F11c1w109fc!19sChIJKdBXRUi-YoYRzxx3UgLv1so?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
29,"Dra. Daniela Martínez, Dentista - Odontólogo",5,,Dentista,,,,,,,,,"https://www.google.com/maps/place/Dra.+Daniela+Mart%C3%ADnez,+Dentista+-+Odont%C3%B3logo/data=!4m7!3m6!1s0x8662bfffe995bb47:0x4756f2a3e814ee50!8m2!3d25.6719288!4d-100.3480962!16s%2Fg%2F11fwdk3dkv!19sChIJR7uV6f-_YoYRUO4U6KPyVkc?authuser=0&hl=es&rclk=1",2026-01-11T22:30:16.676Z
30,2B Dentistas,5,,Dentista,,,81 3470 0102,,Cerrado,,,,https://www.google.com/maps/place/2B+Dentistas/data=!4m7!3m6!1s0x866297e167b0ba9d:0x4cf78f6c73af5016!8m2!3d25.6922965!4d-100.3693362!16s%2Fg%2F11frslp055!19sChIJnbqwZ-GXYoYRFlCvc2yP90w?authuser=0&hl=es&rclk=1,2026-01-11T22:30:16.676Z
